District,District Name,School,School Name,Subgroup,Valid Tests,Participation Rate,Average English Score,Average Math Score,Average Reading Score,Average Science Score,Average Composite Score,Number Scoring 21 or Higher,Percent Scoring 21 or Higher,Number Scoring Below 19,Percent Scoring Below 19
570,Madison County,105,South Side High School,Black/Hispanic/Native American,98,94,14.5,15.9,16.2,16,15.9,10,10.2,79,80.6
570,Madison County,105,South Side High School,Economically Disadvantaged,86,93,15.1,15.8,15.8,16.3,15.9,11,12.8,70,81.4
570,Madison County,105,South Side High School,English Learners,7,*,*,*,*,*,*,*,*,*,*
570,Madison County,105,South Side High School,Students with Disabilities,27,90,13,14.5,14.4,14.3,14.2,**,**,**,**
580,Marion County,25,Marion Co High School,All Students,108,99,19,18.1,20.3,19.7,19.5,41,38,57,52.8
580,Marion County,25,Marion Co High School,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*,*
580,Marion County,25,Marion Co High School,Economically Disadvantaged,56,98,17.2,16.9,18.4,18.3,17.9,14,25,36,64.3
580,Marion County,25,Marion Co High School,Students with Disabilities,16,100,13.4,15.4,15.1,16.3,15.1,1,6.3,14,87.5
580,Marion County,55,South Pittsburg High School,All Students,62,100,19.4,18.1,20,19.4,19.4,23,37.1,27,43.5
580,Marion County,55,South Pittsburg High School,Black/Hispanic/Native American,10,100,17.5,17.3,17.5,18.2,17.7,2,20,5,50
580,Marion County,55,South Pittsburg High School,Economically Disadvantaged,24,100,17.5,16.7,17.6,18.1,17.7,5,20.8,13,54.2
580,Marion County,55,South Pittsburg High School,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
580,Marion County,70,Whitwell High School,All Students,85,100,18.2,17.4,19,19.3,18.6,25,29.4,40,47.1
580,Marion County,70,Whitwell High School,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
580,Marion County,70,Whitwell High School,Economically Disadvantaged,29,100,16.6,17.1,17.9,18.7,17.7,9,31,20,69
580,Marion County,70,Whitwell High School,Students with Disabilities,8,*,*,*,*,*,*,*,*,*,*
581,Richard City,5,Richard Hardy Memorial School,All Students,20,95,18.2,19.1,18.9,20,19.2,6,30,13,65
581,Richard City,5,Richard Hardy Memorial School,Black/Hispanic/Native American,3,*,*,*,*,*,*,*,*,*,*
581,Richard City,5,Richard Hardy Memorial School,Economically Disadvantaged,6,*,*,*,*,*,*,*,*,*,*
581,Richard City,5,Richard Hardy Memorial School,Students with Disabilities,2,*,*,*,*,*,*,*,*,*,*
590,Marshall County,20,Cornersville School,All Students,69,99,19.2,19,20.9,20,20,27,39.1,35,50.7
590,Marshall County,20,Cornersville School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
590,Marshall County,20,Cornersville School,Economically Disadvantaged,14,100,16.9,17.2,18.1,18.9,18,2,14.3,11,78.6
590,Marshall County,20,Cornersville School,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
590,Marshall County,30,Forrest School,All Students,113,98,20.8,19.3,20.9,20.4,20.5,55,48.7,38,33.6
590,Marshall County,30,Forrest School,Black/Hispanic/Native American,6,*,*,*,*,*,*,*,*,*,*
590,Marshall County,30,Forrest School,Economically Disadvantaged,19,100,20,18.1,19.9,20.2,19.7,8,42.1,4,21.1
590,Marshall County,30,Forrest School,Students with Disabilities,7,*,*,*,*,*,*,*,*,*,*
590,Marshall County,47,Marshall Co High School,All Students,181,100,18.3,17.9,19.2,18.5,18.6,61,33.7,98,54.1
590,Marshall County,47,Marshall Co High School,Black/Hispanic/Native American,55,100,16.9,16.8,17.3,17.4,17.3,8,14.5,36,65.5
590,Marshall County,47,Marshall Co High School,Economically Disadvantaged,74,100,17.6,17.2,18.1,18,17.9,23,31.1,45,60.8
590,Marshall County,47,Marshall Co High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
590,Marshall County,47,Marshall Co High School,Students with Disabilities,16,100,11.6,14.4,13.5,15,13.8,**,**,**,**
600,Maury County,15,Columbia Central High School,All Students,272,95,17,18.3,18.3,18.1,18.1,79,29,160,58.8
600,Maury County,15,Columbia Central High School,Black/Hispanic/Native American,122,95,14.2,16.5,15.6,15.6,15.6,13,10.7,99,81.1
600,Maury County,15,Columbia Central High School,Economically Disadvantaged,112,93,14.7,16.8,15.9,16,16,19,17,85,75.9
600,Maury County,15,Columbia Central High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
600,Maury County,15,Columbia Central High School,Students with Disabilities,38,97,11.5,15,13,13.5,13.4,**,**,**,**
600,Maury County,30,Culleoka Unit School,All Students,67,99,17.6,18.1,18.8,18.5,18.4,16,23.9,38,56.7
600,Maury County,30,Culleoka Unit School,Black/Hispanic/Native American,4,*,*,*,*,*,*,*,*,*,*
600,Maury County,30,Culleoka Unit School,Economically Disadvantaged,18,100,16.9,17.8,18.2,17.7,17.8,5,27.8,11,61.1
600,Maury County,30,Culleoka Unit School,Students with Disabilities,10,100,14.9,16.1,16.1,15.6,15.8,1,10,8,80
600,Maury County,40,Hampshire Unit School,All Students,23,92,18.3,18,19.5,18.8,18.8,9,39.1,11,47.8
600,Maury County,40,Hampshire Unit School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
600,Maury County,40,Hampshire Unit School,Economically Disadvantaged,3,*,*,*,*,*,*,*,*,*,*
600,Maury County,40,Hampshire Unit School,English Learners,1,*,*,*,*,*,*,*,*,*,*
600,Maury County,40,Hampshire Unit School,Students with Disabilities,1,*,*,*,*,*,*,*,*,*,*
600,Maury County,65,Mt Pleasant High School,All Students,79,100,18.8,17.8,19.4,19.4,19,29,36.7,38,48.1
600,Maury County,65,Mt Pleasant High School,Black/Hispanic/Native American,21,100,15.2,16,15.7,17.1,16.2,2,9.5,16,76.2
600,Maury County,65,Mt Pleasant High School,Economically Disadvantaged,35,100,14.6,15.7,15.7,16.8,15.9,4,11.4,29,82.9
600,Maury County,65,Mt Pleasant High School,Students with Disabilities,8,*,*,*,*,*,*,*,*,*,*
600,Maury County,85,Santa Fe Unit School,All Students,42,100,20.4,19.5,20.5,20,20.3,18,42.9,18,42.9
600,Maury County,85,Santa Fe Unit School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
600,Maury County,85,Santa Fe Unit School,Economically Disadvantaged,7,*,*,*,*,*,*,*,*,*,*
600,Maury County,85,Santa Fe Unit School,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
600,Maury County,95,Spring Hill High School,All Students,227,96,18.6,18.6,20.1,19.4,19.3,80,35.2,112,49.3
600,Maury County,95,Spring Hill High School,Black/Hispanic/Native American,51,93,15.3,17,17.5,16.8,16.8,6,11.8,38,74.5
600,Maury County,95,Spring Hill High School,Economically Disadvantaged,37,90,15.1,16.6,16.7,16.9,16.5,6,16.2,27,73
600,Maury County,95,Spring Hill High School,English Learners,9,*,*,*,*,*,*,*,*,*,*
600,Maury County,95,Spring Hill High School,Students with Disabilities,24,92,13,15.1,14.6,14.6,14.5,**,**,**,**
610,Meigs County,25,Meigs County High School,All Students,128,100,18.7,18.2,19.1,18.2,18.7,43,33.6,62,48.4
610,Meigs County,25,Meigs County High School,Black/Hispanic/Native American,12,100,12.8,16.2,15.3,15.3,15,**,**,**,**
610,Meigs County,25,Meigs County High School,Economically Disadvantaged,56,100,17.5,17.9,18.2,17.9,18,18,32.1,31,55.4
610,Meigs County,25,Meigs County High School,Students with Disabilities,22,100,12.2,15,13.8,14.7,14.1,**,**,**,**
620,Monroe County,37,Sequoyah High School,All Students,213,98,17.7,18,19.2,18.6,18.5,61,28.6,118,55.4
620,Monroe County,37,Sequoyah High School,Black/Hispanic/Native American,30,97,15.1,16.2,17.4,17,16.5,3,10,23,76.7
620,Monroe County,37,Sequoyah High School,Economically Disadvantaged,74,99,16.3,16.7,18.6,17.5,17.5,14,18.9,50,67.6
620,Monroe County,37,Sequoyah High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
620,Monroe County,37,Sequoyah High School,Students with Disabilities,36,100,12.9,15.3,14.8,15.7,14.9,2,5.6,32,88.9
620,Monroe County,40,Sweetwater High School,All Students,139,97,16.9,17.6,18.6,18.2,18,37,26.6,84,60.4
620,Monroe County,40,Sweetwater High School,Black/Hispanic/Native American,26,100,14.3,15.8,16,16.3,15.8,3,11.5,21,80.8
620,Monroe County,40,Sweetwater High School,Economically Disadvantaged,47,100,14.3,15.9,16.1,16,15.7,6,12.8,38,80.9
620,Monroe County,40,Sweetwater High School,English Learners,3,*,*,*,*,*,*,*,*,*,*
620,Monroe County,40,Sweetwater High School,Students with Disabilities,16,100,12.8,14.4,14.5,15.1,14.4,1,6.3,14,87.5
620,Monroe County,50,Tellico Plains High School,All Students,96,91,19.2,19.3,19.4,19.3,19.5,38,39.6,44,45.8
620,Monroe County,50,Tellico Plains High School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
620,Monroe County,50,Tellico Plains High School,Economically Disadvantaged,38,88,17.2,17.8,18.1,18.6,18.1,11,28.9,20,52.6
620,Monroe County,50,Tellico Plains High School,Students with Disabilities,17,89,11.5,14.7,12.9,14.2,13.4,1,5.9,16,94.1
630,Montgomery County,19,Kenwood High,All Students,290,94,16.7,17.4,18.5,18.3,17.9,69,23.8,190,65.5
630,Montgomery County,19,Kenwood High,Black/Hispanic/Native American,188,94,15.6,16.5,17.2,17,16.7,24,12.8,145,77.1
630,Montgomery County,19,Kenwood High,Economically Disadvantaged,151,94,15.8,16.5,17.4,17.3,16.9,24,15.9,114,75.5
630,Montgomery County,19,Kenwood High,English Learners,9,*,*,*,*,*,*,*,*,*,*
630,Montgomery County,19,Kenwood High,Students with Disabilities,34,89,11.8,14.6,14.2,14.7,13.9,**,**,**,**
630,Montgomery County,25,Montgomery Central High,All Students,230,97,19.7,19.2,21,20,20.1,99,43,99,43
630,Montgomery County,25,Montgomery Central High,Black/Hispanic/Native American,36,92,17.6,17.1,18.7,18.1,18.1,9,25,22,61.1
630,Montgomery County,25,Montgomery Central High,Economically Disadvantaged,67,97,17.9,18.1,19.6,18.9,18.7,20,29.9,35,52.2
630,Montgomery County,25,Montgomery Central High,English Learners,2,*,*,*,*,*,*,*,*,*,*
630,Montgomery County,25,Montgomery Central High,Students with Disabilities,29,97,15.2,16.1,15.7,16.1,15.9,3,10.3,23,79.3
630,Montgomery County,30,Clarksville High,All Students,307,95,20.5,19.8,21.4,21,20.9,142,46.3,121,39.4
630,Montgomery County,30,Clarksville High,Black/Hispanic/Native American,100,93,19,18.7,19.9,19.8,19.5,32,32,52,52
630,Montgomery County,30,Clarksville High,Economically Disadvantaged,68,91,17.1,17.6,18.4,18.3,18,16,23.5,45,66.2
630,Montgomery County,30,Clarksville High,English Learners,3,*,*,*,*,*,*,*,*,*,*
630,Montgomery County,30,Clarksville High,Students with Disabilities,33,85,14.9,16.1,15.7,15.6,15.8,2,6.1,30,90.9
630,Montgomery County,68,Northeast High,All Students,321,96,18.3,18.6,19.8,19.6,19.2,121,37.7,163,50.8
630,Montgomery County,68,Northeast High,Black/Hispanic/Native American,176,96,16.7,17.5,18.2,18.3,17.8,48,27.3,111,63.1
630,Montgomery County,68,Northeast High,Economically Disadvantaged,95,95,16.9,17.5,17.8,18.4,17.8,25,26.3,63,66.3
630,Montgomery County,68,Northeast High,English Learners,2,*,*,*,*,*,*,*,*,*,*
630,Montgomery County,68,Northeast High,Students with Disabilities,42,91,12.6,15.4,14.8,15.8,14.7,**,**,**,**
630,Montgomery County,70,Northwest High,All Students,315,98,18.4,18,19.3,18.9,18.8,105,33.3,164,52.1
630,Montgomery County,70,Northwest High,Black/Hispanic/Native American,162,98,16.9,17.3,17.7,17.7,17.6,38,23.5,103,63.6
630,Montgomery County,70,Northwest High,Economically Disadvantaged,157,99,16.9,17.1,18.2,17.9,17.7,35,22.3,99,63.1
630,Montgomery County,70,Northwest High,English Learners,5,*,*,*,*,*,*,*,*,*,*
630,Montgomery County,70,Northwest High,Students with Disabilities,41,100,14.1,15.1,14.7,14.5,14.7,**,**,**,**
630,Montgomery County,78,Rossview High,All Students,396,94,22.1,21.3,23.1,21.9,22.3,241,60.9,106,26.8
630,Montgomery County,78,Rossview High,Black/Hispanic/Native American,122,91,19.2,18.8,20.3,19.3,19.5,44,36.1,58,47.5
630,Montgomery County,78,Rossview High,Economically Disadvantaged,87,87,18.5,18.6,20,19,19.2,30,34.5,48,55.2
630,Montgomery County,78,Rossview High,English Learners,2,*,*,*,*,*,*,*,*,*,*
630,Montgomery County,78,Rossview High,Students with Disabilities,18,47,14.6,15.6,14.9,14.9,15.2,**,**,**,**
630,Montgomery County,88,Middle College @ Austin Peay State University,All Students,57,100,26.9,23.8,27.7,25,25.9,**,**,**,**
630,Montgomery County,88,Middle College @ Austin Peay State University,Black/Hispanic/Native American,15,100,26.8,22.8,27.3,23.4,25.2,**,**,**,**
630,Montgomery County,88,Middle College @ Austin Peay State University,Economically Disadvantaged,9,*,*,*,*,*,*,*,*,*,*
630,Montgomery County,100,West Creek High,All Students,328,94,17.9,18.2,19.8,19.2,18.9,109,33.2,168,51.2
630,Montgomery County,100,West Creek High,Black/Hispanic/Native American,211,93,16.9,17.7,18.7,18.3,18,58,27.5,120,56.9
630,Montgomery County,100,West Creek High,Economically Disadvantaged,94,89,15.7,17,17.5,17.5,17,16,17,62,66
630,Montgomery County,100,West Creek High,English Learners,10,100,12,15.8,14.1,14.2,14.1,1,10,9,90
630,Montgomery County,100,West Creek High,Students with Disabilities,37,90,11.7,15,14,14.8,14.1,**,**,**,**
640,Moore County,15,Moore County High School,All Students,55,98,20.5,19.3,21.1,20.9,20.6,25,45.5,23,41.8
640,Moore County,15,Moore County High School,Economically Disadvantaged,10,91,15.9,17.6,17,19.2,17.6,1,10,8,80
640,Moore County,15,Moore County High School,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
650,Morgan County,15,Central High School,All Students,84,93,17.6,16.7,19.6,18.6,18.3,24,28.6,48,57.1
650,Morgan County,15,Central High School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
650,Morgan County,15,Central High School,Economically Disadvantaged,25,86,15,15.4,17.6,17.6,16.6,4,16,19,76
650,Morgan County,15,Central High School,Students with Disabilities,10,71,11.8,14,14.7,14.6,13.9,**,**,**,**
650,Morgan County,30,Coalfield School,All Students,35,100,16,16.3,18,16.8,17,4,11.4,23,65.7
650,Morgan County,30,Coalfield School,Economically Disadvantaged,16,100,16,16.1,17.4,16.5,16.7,1,6.3,11,68.8
650,Morgan County,30,Coalfield School,Students with Disabilities,9,*,*,*,*,*,*,*,*,*,*
650,Morgan County,46,Morgan County Career and Technical Center,All Students,30,73,11.1,14.4,13.4,12.6,13.2,**,**,**,**
650,Morgan County,46,Morgan County Career and Technical Center,Black/Hispanic/Native American,0,*,*,*,*,*,*,*,*,*,*
650,Morgan County,46,Morgan County Career and Technical Center,Economically Disadvantaged,21,66,11.4,14.6,13.5,12.8,13.3,**,**,**,**
650,Morgan County,46,Morgan County Career and Technical Center,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
650,Morgan County,55,Oakdale School,All Students,33,79,15.2,16,17.2,16.3,16.4,2,6.1,25,75.8
650,Morgan County,55,Oakdale School,Economically Disadvantaged,24,80,15.1,15.8,17.5,16.1,16.3,**,**,**,**
650,Morgan County,55,Oakdale School,Students with Disabilities,1,*,*,*,*,*,*,*,*,*,*
650,Morgan County,70,Sunbright School,All Students,29,97,15.4,16.4,17.2,17.6,16.8,4,13.8,22,75.9
650,Morgan County,70,Sunbright School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
650,Morgan County,70,Sunbright School,Economically Disadvantaged,18,100,14.7,16.5,17.3,17.7,16.6,2,11.1,14,77.8
650,Morgan County,70,Sunbright School,Students with Disabilities,0,*,*,*,*,*,*,*,*,*,*
660,Obion County,35,Obion County Central High School,All Students,201,98,18.8,18,19.3,19.1,19,70,34.8,109,54.2
660,Obion County,35,Obion County Central High School,Black/Hispanic/Native American,24,96,14.3,15.6,14.8,16.5,15.5,2,8.3,20,83.3
660,Obion County,35,Obion County Central High School,Economically Disadvantaged,89,98,15.7,16.3,16.4,17.2,16.6,14,15.7,66,74.2
660,Obion County,35,Obion County Central High School,English Learners,3,*,*,*,*,*,*,*,*,*,*
660,Obion County,35,Obion County Central High School,Students with Disabilities,31,100,13.3,14.8,14.7,15.3,14.6,**,**,**,**
660,Obion County,50,South Fulton Middle / High School,All Students,47,96,19.9,18.9,20.9,20.8,20.2,18,38.3,16,34
660,Obion County,50,South Fulton Middle / High School,Black/Hispanic/Native American,9,*,*,*,*,*,*,*,*,*,*
660,Obion County,50,South Fulton Middle / High School,Economically Disadvantaged,18,90,19,18.7,19.3,20.2,19.4,4,22.2,6,33.3
660,Obion County,50,South Fulton Middle / High School,Students with Disabilities,7,*,*,*,*,*,*,*,*,*,*
661,Union City,15,Union City High School,All Students,84,100,22.3,20.5,21.3,21,21.5,39,46.4,28,33.3
661,Union City,15,Union City High School,Black/Hispanic/Native American,36,100,19,18.7,17.3,18.4,18.5,9,25,18,50
661,Union City,15,Union City High School,Economically Disadvantaged,33,100,19.3,18.9,18.2,19.2,19.1,10,30.3,18,54.5
661,Union City,15,Union City High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
661,Union City,15,Union City High School,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
670,Overton County,30,Livingston Academy,All Students,197,98,18.9,19.1,20.2,19.6,19.6,76,38.6,97,49.2
670,Overton County,30,Livingston Academy,Black/Hispanic/Native American,8,*,*,*,*,*,*,*,*,*,*
670,Overton County,30,Livingston Academy,Economically Disadvantaged,76,96,16.8,17.2,17.3,17.4,17.3,13,17.1,54,71.1
670,Overton County,30,Livingston Academy,English Learners,1,*,*,*,*,*,*,*,*,*,*
670,Overton County,30,Livingston Academy,Students with Disabilities,25,100,12.8,15.1,13.6,15.2,14.3,**,**,**,**
680,Perry County,27,Perry County High School,All Students,68,100,17.7,18.4,19.5,18.7,18.7,20,29.4,36,52.9
680,Perry County,27,Perry County High School,Black/Hispanic/Native American,5,*,*,*,*,*,*,*,*,*,*
680,Perry County,27,Perry County High School,Economically Disadvantaged,34,100,15.4,16.7,16.6,16.8,16.6,4,11.8,24,70.6
680,Perry County,27,Perry County High School,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
680,Perry County,40,Perry County Virtual School,All Students,0,*,*,*,*,*,*,*,*,*,*
680,Perry County,40,Perry County Virtual School,Economically Disadvantaged,0,*,*,*,*,*,*,*,*,*,*
680,Perry County,40,Perry County Virtual School,Students with Disabilities,0,*,*,*,*,*,*,*,*,*,*
690,Pickett County,5,Pickett Co High School,All Students,44,96,21.6,18.5,20.9,19.8,20.4,21,47.7,15,34.1
690,Pickett County,5,Pickett Co High School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
690,Pickett County,5,Pickett Co High School,Economically Disadvantaged,11,92,17.9,16.5,18.2,16.9,17.6,3,27.3,6,54.5
690,Pickett County,5,Pickett Co High School,Students with Disabilities,3,*,*,*,*,*,*,*,*,*,*
700,Polk County,15,Copper Basin High School,All Students,49,100,18.9,18.5,19.9,19.3,19.3,15,30.6,24,49
700,Polk County,15,Copper Basin High School,Black/Hispanic/Native American,2,*,*,*,*,*,*,*,*,*,*
700,Polk County,15,Copper Basin High School,Economically Disadvantaged,19,100,16.8,16.6,18.1,17.8,17.4,1,5.3,13,68.4
700,Polk County,15,Copper Basin High School,Students with Disabilities,7,*,*,*,*,*,*,*,*,*,*
700,Polk County,53,Polk County High School,All Students,113,98,18,18.4,19,18.1,18.5,31,27.4,68,60.2
700,Polk County,53,Polk County High School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
700,Polk County,53,Polk County High School,Economically Disadvantaged,44,96,16.9,18.7,17.2,17.4,17.7,11,25,26,59.1
700,Polk County,53,Polk County High School,Students with Disabilities,14,93,13.3,15.6,14.4,13.9,14.4,**,**,**,**
710,Putnam County,6,VITAL:  Upper Cumberland e-Learning Network,All Students,2,*,*,*,*,*,*,*,*,*,*
710,Putnam County,6,VITAL:  Upper Cumberland e-Learning Network,Economically Disadvantaged,1,*,*,*,*,*,*,*,*,*,*
710,Putnam County,37,Cookeville High School,All Students,499,97,19.4,19.7,21.3,20.4,20.3,217,43.5,215,43.1
710,Putnam County,37,Cookeville High School,Black/Hispanic/Native American,103,99,15.2,16.6,17.6,17.4,16.8,15,14.6,74,71.8
710,Putnam County,37,Cookeville High School,Economically Disadvantaged,151,95,16,17.1,18.1,17.6,17.3,27,17.9,106,70.2
710,Putnam County,37,Cookeville High School,English Learners,25,96,12.7,16,15.1,16.2,15.1,4,16,21,84
710,Putnam County,37,Cookeville High School,Students with Disabilities,62,95,14,15.9,16.2,16.1,15.7,7,11.3,55,88.7
710,Putnam County,55,Monterey High School,All Students,92,98,17.7,18.1,18.7,19.2,18.6,32,34.8,44,47.8
710,Putnam County,55,Monterey High School,Black/Hispanic/Native American,21,95,17.5,17.4,18.2,18.6,18,7,33.3,11,52.4
710,Putnam County,55,Monterey High School,Economically Disadvantaged,44,98,15.6,16.8,17.2,17.4,16.9,9,20.5,29,65.9
710,Putnam County,55,Monterey High School,English Learners,7,*,*,*,*,*,*,*,*,*,*
710,Putnam County,55,Monterey High School,Students with Disabilities,17,100,12.1,14.8,13.2,14.5,13.7,**,**,**,**
710,Putnam County,90,Upperman High School,All Students,156,92,19.1,19.8,20.5,19.7,19.9,58,37.2,67,42.9
710,Putnam County,90,Upperman High School,Black/Hispanic/Native American,7,*,*,*,*,*,*,*,*,*,*
710,Putnam County,90,Upperman High School,Economically Disadvantaged,56,90,18.8,19.4,20.6,19.3,19.7,18,32.1,23,41.1
710,Putnam County,90,Upperman High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
710,Putnam County,90,Upperman High School,Students with Disabilities,15,88,14.4,16.9,16.7,16.1,16.3,2,13.3,12,80
720,Rhea County,32,Rhea County High School,All Students,305,100,18.1,18.7,19.3,19.2,19,101,33.1,153,50.2
720,Rhea County,32,Rhea County High School,Black/Hispanic/Native American,32,100,16.6,18.2,17.9,18.7,18,5,15.6,21,65.6
720,Rhea County,32,Rhea County High School,Economically Disadvantaged,132,99,16.5,17.8,17.8,18.3,17.8,29,22,81,61.4
720,Rhea County,32,Rhea County High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
720,Rhea County,32,Rhea County High School,Students with Disabilities,35,100,12.5,15.8,14.6,15.6,14.8,2,5.7,33,94.3
730,Roane County,15,Harriman High School,All Students,83,99,19,19,19.9,19.5,19.5,30,36.1,39,47
730,Roane County,15,Harriman High School,Black/Hispanic/Native American,12,100,16.3,18.3,17.9,18,17.7,4,33.3,8,66.7
730,Roane County,15,Harriman High School,Economically Disadvantaged,38,97,17.9,18.4,18.7,18.7,18.6,10,26.3,22,57.9
730,Roane County,15,Harriman High School,Students with Disabilities,11,100,16,17.2,17.5,19.1,17.5,2,18.2,8,72.7
730,Roane County,50,Midway High School,All Students,43,98,19.3,20.1,22.1,20,20.5,25,58.1,15,34.9
730,Roane County,50,Midway High School,Black/Hispanic/Native American,1,*,*,*,*,*,*,*,*,*,*
730,Roane County,50,Midway High School,Economically Disadvantaged,11,92,16.5,17.8,20.5,17.8,18.3,3,27.3,6,54.5
730,Roane County,50,Midway High School,Students with Disabilities,6,*,*,*,*,*,*,*,*,*,*
730,Roane County,65,Oliver Springs High School,All Students,58,100,20.5,19.1,21.2,20.9,20.6,27,46.6,22,37.9
730,Roane County,65,Oliver Springs High School,Black/Hispanic/Native American,3,*,*,*,*,*,*,*,*,*,*
730,Roane County,65,Oliver Springs High School,Economically Disadvantaged,21,100,18.5,18.6,20.3,19.7,19.4,6,28.6,11,52.4
730,Roane County,65,Oliver Springs High School,Students with Disabilities,5,*,*,*,*,*,*,*,*,*,*
730,Roane County,80,Roane County High School,All Students,151,99,20.8,20.1,22.1,20.4,21,73,48.3,57,37.7
730,Roane County,80,Roane County High School,Black/Hispanic/Native American,9,*,*,*,*,*,*,*,*,*,*
730,Roane County,80,Roane County High School,Economically Disadvantaged,24,100,18.9,18.5,20.5,18.2,19.1,7,29.2,13,54.2
730,Roane County,80,Roane County High School,Students with Disabilities,16,94,14.5,15.2,16.8,16.3,15.8,**,**,**,**
730,Roane County,81,Midtown Educational Center,All Students,32,91,13.9,15.3,14.3,14.9,14.7,**,**,**,**
730,Roane County,81,Midtown Educational Center,Black/Hispanic/Native American,3,*,*,*,*,*,*,*,*,*,*
730,Roane County,81,Midtown Educational Center,Economically Disadvantaged,24,92,14.2,15.5,15,15.2,15,**,**,**,**
730,Roane County,81,Midtown Educational Center,Students with Disabilities,7,*,*,*,*,*,*,*,*,*,*
730,Roane County,85,Rockwood High School,All Students,69,100,18.5,18.1,19.2,18.9,18.8,19,27.5,35,50.7
730,Roane County,85,Rockwood High School,Black/Hispanic/Native American,6,*,*,*,*,*,*,*,*,*,*
730,Roane County,85,Rockwood High School,Economically Disadvantaged,25,100,18.3,17.8,19.1,19.1,18.6,6,24,15,60
730,Roane County,85,Rockwood High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
730,Roane County,85,Rockwood High School,Students with Disabilities,8,*,*,*,*,*,*,*,*,*,*
740,Robertson County,32,East Robertson High School,All Students,94,97,17.4,18.4,19,18.5,18.5,28,29.8,55,58.5
740,Robertson County,32,East Robertson High School,Black/Hispanic/Native American,9,*,*,*,*,*,*,*,*,*,*
740,Robertson County,32,East Robertson High School,Economically Disadvantaged,21,95,16,17.2,17.3,16.5,17,3,14.3,16,76.2
740,Robertson County,32,East Robertson High School,English Learners,1,*,*,*,*,*,*,*,*,*,*
740,Robertson County,32,East Robertson High School,Students with Disabilities,12,100,12.4,15.7,13.3,14.8,14.3,**,**,**,**
740,Robertson County,40,Greenbrier High School,All Students,173,98,18.6,19.7,20.1,19.6,19.7,71,41,74,42.8
740,Robertson County,40,Greenbrier High School,Black/Hispanic/Native American,23,92,14.8,17.9,16,17.2,16.6,7,30.4,16,69.6
740,Robertson County,40,Greenbrier High School,Economically Disadvantaged,52,95,15.4,17.3,17.1,17.7,17.1,7,13.5,33,63.5
740,Robertson County,40,Greenbrier High School,English Learners,4,*,*,*,*,*,*,*,*,*,*
740,Robertson County,40,Greenbrier High School,Students with Disabilities,27,100,14.2,16,15.4,15.6,15.5,2,7.4,21,77.8
740,Robertson County,45,Jo Byrns High School,All Students,82,96,18.4,18.7,19.8,19.3,19.2,26,31.7,41,50
740,Robertson County,45,Jo Byrns High School,Black/Hispanic/Native American,11,100,15.5,16.9,17.7,17.9,17.2,2,18.2,7,63.6
740,Robertson County,45,Jo Byrns High School,Economically Disadvantaged,22,100,16.3,16.9,18.3,17.5,17.4,2,9.1,16,72.7
740,Robertson County,45,Jo Byrns High School,English Learners,2,*,*,*,*,*,*,*,*,*,*
740,Robertson County,45,Jo Byrns High School,Students with Disabilities,14,100,13.2,15.8,15.9,16.2,15.4,2,14.3,12,85.7
740,Robertson County,70,Springfield High School,All Students,240,96,18.1,18.6,19.2,18.9,18.9,77,32.1,130,54.2
740,Robertson County,70,Springfield High School,Black/Hispanic/Native American,106,95,15.2,17,16.5,17.1,16.6,14,13.2,80,75.5
740,Robertson County,70,Springfield High School,Economically Disadvantaged,112,94,15.7,17.2,16.8,17.3,17,21,18.8,81,72.3
740,Robertson County,70,Springfield High School,English Learners,19,95,11.8,14.6,13.3,15.5,13.9,**,**,**,**
740,Robertson County,70,Springfield High School,Students with Disabilities,31,94,12.1,15,14.5,15.5,14.4,2,6.5,29,93.5
740,Robertson County,90,White House Heritage High School,All Students,122,90,21.1,21.2,21.7,21.4,21.5,65,53.3,40,32.8
740,Robertson County,90,White House Heritage High School,Black/Hispanic/Native American,11,85,18.5,19.3,19.9,20.1,19.6,3,27.3,6,54.5
